trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_start,mask_end,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
274,"['low', 1, 'low']",1,white,0.34672041,45,left,down,low,low,black_low_135-black_low_45-white_low_45-white_low_135,white_low_45_down,black_low_135_down,19,1.322953558,1936.181769,1936.430305,0.2485356,left,0.145642,1,19,17,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
275,"['high', 3, 'high']",3,white,0.616181755,45,left,down,high,high,white_high_135-white_high_135-black_high_135-black_high_45,white_high_45_down,black_high_135_down,13,1.145248127,1938.734259,1938.982798,0.2485388,left,0.1602889,1,13,15,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
276,"['med', 2, 'low']",2,white,0.222692542,135,right,up,med,low,white_low_45-white_low_135-black_low_135-black_low_45,white_med_135_up,black_med_45_up,4,1.846987067,1941.615581,1941.862314,0.2467336,left,0.0962019,0,4,8,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
277,"['low', 3, 'low']",3,black,0.658069768,135,left,up,low,low,white_low_135-white_low_45-black_low_45-black_low_135,black_low_135_up,white_low_45_up,1,1.890914491,1944.426355,1944.67666,0.250305,left,0.0952972,1,1,14,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
278,"['low', 1, 'low']",1,black,0.824209698,135,left,up,low,low,white_low_135-black_low_45-black_low_135-white_low_45,black_low_135_up,white_low_45_up,18,1.130742638,1946.639052,1946.887602,0.2485496,left,0.2961646,1,18,18,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
279,"['high', 3, 'high']",3,white,0.117148486,45,left,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,white_high_45_down,black_high_135_down,12,1.320553679,1949.477929,1949.724703,0.2467732,left,0.1418147,1,12,16,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
280,"['high', 3, 'high']",3,black,0.917447507,45,right,down,high,high,white_high_135-black_high_45-white_high_135-black_high_135,black_high_45_down,white_high_135_down,11,1.056689839,1951.864677,1952.114966,0.2502895,right,0.2094808,1,11,17,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
281,"['low', 3, 'high']",3,white,0.869242414,135,right,down,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_135_down,black_low_45_down,1,1.720676294,1954.616908,1954.86546,0.2485517,left,0.1621308,0,1,18,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
282,"['med', 3, 'low']",3,black,0.296617592,135,left,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_135_down,white_med_45_down,11,1.437673521,1957.413347,1957.66011,0.2467631,left,0.1408776,1,11,17,0,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
283,"['low', 3, 'low']",3,black,0.347862496,45,right,down,low,low,white_low_45-black_low_45-black_low_135-white_low_135,black_low_45_down,white_low_135_down,1,1.620581088,1960.00013,1960.248673,0.2485434,left,0.1940403,0,1,15,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
284,"['high', 2, 'low']",2,white,0.936258145,135,right,up,high,low,black_low_135-black_low_45-white_low_45-white_low_135,white_high_135_up,black_high_45_up,9,1.121842523,1962.309829,1962.558371,0.2485425,left,0.2555649,0,9,11,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
285,"['med', 3, 'high']",3,white,0.947534618,135,right,up,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,10,1.770260492,1965.492782,1965.741334,0.2485518,right,0.5321384,1,10,14,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
286,"['low', 3, 'low']",3,black,0.841059209,135,left,down,low,low,black_low_45-white_low_135-white_low_45-black_low_135,black_low_135_down,white_low_45_down,4,1.698298598,1968.658717,1968.905492,0.246775,left,0.035797,1,4,16,0,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
287,"['high', 3, 'high']",3,black,0.092373596,45,right,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,black_high_45_up,white_high_135_up,10,1.914770133,1971.760788,1972.009633,0.2488454,right,0.0370073,1,10,18,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
288,"['high', 1, 'low']",1,black,0.154302118,135,left,up,high,low,white_low_45-black_low_135-white_low_135-black_low_45,black_high_135_up,white_high_45_up,19,1.296652532,1974.088678,1974.337225,0.2485471,right,0.2150673,0,19,13,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
289,"['med', 3, 'high']",3,white,0.665445926,135,right,up,med,high,black_high_45-white_high_135-white_high_135-black_high_135,white_med_135_up,black_med_45_up,9,1.872399253,1977.295868,1977.544418,0.2485495,left,0.1724385,0,9,15,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
290,"['low', 2, 'low']",2,black,0.22904263,135,left,up,low,low,white_low_45-black_low_45-black_low_135-white_low_135,black_low_135_up,white_low_45_up,4,1.752340783,1980.096307,1980.344851,0.2485438,left,0.1286925,1,4,15,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
291,"['med', 3, 'high']",3,black,0.834263313,135,left,down,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_down,white_med_45_down,12,1.314254924,1982.768284,1983.016833,0.2485491,left,0.1218948,1,12,16,0,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
292,"['low', 3, 'high']",3,black,0.341115555,45,right,down,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_45_down,white_low_135_down,4,1.555818815,1985.376501,1985.62504,0.248539,left,0.2117731,0,4,19,0,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
293,"['low', 2, 'high']",2,white,0.027729508,135,right,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,white_low_135_down,black_low_45_down,10,1.822654702,1988.431833,1988.680684,0.2488504,right,0.0782044,1,10,17,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
294,"['med', 3, 'high']",3,white,0.409586675,135,right,down,med,high,white_high_135-black_high_45-black_high_135-white_high_135,white_med_135_down,black_med_45_down,11,1.029806227,1990.72333,1990.971876,0.2485462,right,0.127184,1,11,17,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
295,"['low', 2, 'low']",2,black,0.404826888,45,right,up,low,low,black_low_135-black_low_45-white_low_45-white_low_135,black_low_45_up,white_low_135_up,3,1.624762295,1993.330085,1993.578925,0.2488398,left,0.2263249,0,3,16,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
296,"['high', 2, 'low']",2,white,0.258506796,45,left,down,high,low,black_low_135-white_low_45-black_low_45-white_low_135,white_high_45_down,black_high_135_down,12,1.226822858,1995.851955,1996.100798,0.2488427,right,0.2832869,0,12,12,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
297,"['med', 1, 'high']",1,black,0.408386521,135,left,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_135_up,white_med_45_up,18,1.315593509,1998.428693,1998.677246,0.2485531,right,0.2954501,0,18,14,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
298,"['high', 2, 'high']",2,black,0.060544874,135,left,up,high,high,black_high_45-black_high_135-white_high_135-white_high_135,black_high_135_up,white_high_45_up,29,1.553243885,2001.762604,2002.011147,0.2485435,left,0.1892223,1,29,15,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
299,"['high', 1, 'high']",1,black,0.383566131,45,right,up,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_45_up,white_high_135_up,19,1.766089617,2004.716696,2004.963427,0.2467315,left,0.1757715,0,19,21,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
300,"['high', 3, 'high']",3,white,0.628208206,45,left,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,white_high_45_down,black_high_135_down,9,1.073554833,2007.086997,2007.333742,0.2467451,left,0.1297212,1,9,19,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
301,"['med', 3, 'low']",3,white,0.574896322,135,right,up,med,low,white_low_45-black_low_135-black_low_45-white_low_135,white_med_135_up,black_med_45_up,10,1.350451126,2009.716206,2009.966538,0.2503322,right,0.0667142,1,10,18,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
302,"['high', 2, 'high']",2,black,0.776634808,45,right,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_45_down,white_high_135_down,28,1.029201158,2012.268392,2012.518685,0.250293,right,0.6166434,1,28,16,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
303,"['high', 2, 'high']",2,black,0.584064279,45,right,up,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_45_up,white_high_135_up,27,1.967161407,2016.281855,2016.530404,0.2485492,right,0.454786,1,27,17,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
304,"['high', 2, 'low']",2,black,0.689423888,135,left,up,high,low,white_low_135-white_low_45-black_low_45-black_low_135,black_high_135_up,white_high_45_up,15,1.424802687,2019.308366,2019.555162,0.2467959,right,0.5530607,0,15,13,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
305,"['high', 2, 'low']",2,black,0.857556479,135,left,up,high,low,white_low_45-black_low_135-white_low_135-black_low_45,black_high_135_up,white_high_45_up,18,1.50201033,2022.574109,2022.822949,0.2488399,left,0.4790546,1,18,14,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
306,"['high', 2, 'low']",2,white,0.989239991,135,right,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,white_high_135_up,black_high_45_up,17,1.329399139,2025.57489,2025.82373,0.2488407,right,0.1897802,1,17,15,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
307,"['med', 1, 'low']",1,black,0.016958398,135,left,down,med,low,white_low_45-white_low_135-black_low_45-black_low_135,black_med_135_down,white_med_45_down,25,1.288116578,2028.121031,2028.371324,0.2502925,left,0.3720689,1,25,15,0,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
308,"['med', 3, 'low']",3,black,0.502622608,45,right,up,med,low,black_low_135-white_low_135-black_low_45-white_low_45,black_med_45_up,white_med_135_up,9,1.845814508,2031.455233,2031.703772,0.2485397,right,0.1907293,1,9,19,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
309,"['med', 1, 'high']",1,white,0.980485349,135,right,down,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_135_down,black_med_45_down,21,1.517173446,2034.183225,2034.432065,0.2488402,right,0.199306,1,21,15,0,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
310,"['high', 1, 'low']",1,black,0.722135444,45,right,down,high,low,black_low_45-white_low_135-white_low_45-black_low_135,black_high_45_down,white_high_135_down,22,1.767779429,2037.190376,2037.438916,0.2485401,right,0.2154001,1,22,14,0,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
311,"['med', 1, 'low']",1,white,0.981712597,45,left,down,med,low,black_low_45-white_low_45-black_low_135-white_low_135,white_med_45_down,black_med_135_down,24,1.295014716,2039.754381,2040.003223,0.2488418,left,0.1623615,1,24,16,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
312,"['high', 1, 'low']",1,white,0.603140836,135,right,up,high,low,black_low_45-white_low_45-black_low_135-white_low_135,white_high_135_up,black_high_45_up,21,1.873279238,2042.810016,2043.058572,0.2485553,right,0.2161828,1,21,15,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
313,"['low', 3, 'low']",3,black,0.890122032,135,left,down,low,low,white_low_45-black_low_135-black_low_45-white_low_135,black_low_135_down,white_low_45_down,3,1.142630659,2045.064863,2045.313411,0.2485484,left,0.1775213,1,3,17,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
314,"['high', 2, 'high']",2,black,0.477517639,45,right,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_45_down,white_high_135_down,26,1.365295917,2048.017165,2048.265701,0.248536,right,0.1533478,1,26,18,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
315,"['low', 1, 'high']",1,black,0.485584718,135,left,down,low,high,white_high_135-white_high_135-black_high_135-black_high_45,black_low_135_down,white_low_45_down,10,1.29865708,2050.357156,2050.605707,0.2485502,right,0.4559419,0,10,18,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
316,"['med', 1, 'high']",1,black,0.695152048,135,left,up,med,high,white_high_135-white_high_135-black_high_45-black_high_135,black_med_135_up,white_med_45_up,20,1.681998782,2053.505201,2053.751975,0.2467739,left,0.214988,1,20,16,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
317,"['med', 1, 'low']",1,black,0.218996588,45,right,down,med,low,white_low_45-white_low_135-black_low_45-black_low_135,black_med_45_down,white_med_135_down,23,1.477147342,2056.237482,2056.486022,0.2485408,right,0.0979455,1,23,17,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
318,"['med', 2, 'low']",2,white,0.079278835,45,left,up,med,low,white_low_135-black_low_135-white_low_45-black_low_45,white_med_45_up,black_med_135_up,7,1.899675655,2059.185485,2059.432254,0.2467692,left,0.0554438,1,7,9,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
319,"['med', 2, 'high']",2,black,0.820073109,45,right,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_45_up,white_med_135_up,17,1.816915119,2062.245122,2062.493668,0.2485456,right,0.2821531,1,17,15,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
320,"['low', 2, 'high']",2,white,0.608564927,135,right,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,white_low_135_down,black_low_45_down,9,1.3690949,2064.894305,2065.142851,0.2485461,right,0.1726207,1,9,18,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
321,"['high', 3, 'low']",3,white,0.352234302,45,left,down,high,low,white_low_135-black_low_135-black_low_45-white_low_45,white_high_45_down,black_high_135_down,11,1.457076174,2067.714996,2067.961764,0.2467681,left,0.0927758,1,11,17,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
322,"['low', 3, 'high']",3,black,0.528179623,45,right,down,low,high,white_high_135-white_high_135-black_high_135-black_high_45,black_low_45_down,white_low_135_down,7,1.024352125,2069.877442,2070.125963,0.2485208,right,0.1514006,1,7,20,0,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
323,"['med', 3, 'high']",3,black,0.335015833,135,left,down,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_down,white_med_45_down,10,1.340849188,2072.528415,2072.775147,0.2467313,left,0.2443031,1,10,18,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
324,"['low', 2, 'high']",2,white,0.173903549,135,right,down,low,high,black_high_45-white_high_135-white_high_135-black_high_135,white_low_135_down,black_low_45_down,8,1.379962225,2075.121234,2075.371529,0.2502947,right,0.1298538,1,8,19,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
325,"['low', 2, 'high']",2,black,0.427772724,45,right,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,black_low_45_down,white_low_135_down,7,1.758052694,2077.958344,2078.206872,0.2485276,right,0.1109603,1,7,20,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
326,"['high', 3, 'high']",3,white,0.805022348,135,right,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,white_high_135_down,black_high_45_down,8,1.300162135,2080.449903,2080.700212,0.2503093,right,0.0322266,1,8,20,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
327,"['low', 1, 'low']",1,white,0.289101568,135,right,up,low,low,black_low_135-white_low_45-black_low_45-white_low_135,white_low_135_up,black_low_45_up,17,1.24121292,2082.692919,2082.941462,0.2485426,right,0.2352166,1,17,19,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
328,"['low', 2, 'high']",2,black,0.991777492,135,left,down,low,high,black_high_45-white_high_135-white_high_135-black_high_135,black_low_135_down,white_low_45_down,6,1.615511424,2085.463348,2085.711889,0.2485417,left,0.5727659,1,6,21,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
329,"['med', 2, 'low']",2,black,0.970557381,135,left,up,med,low,white_low_135-black_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,6,1.277532532,2088.23982,2088.488364,0.2485442,left,0.2254566,1,6,10,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
330,"['med', 2, 'low']",2,black,0.444698642,45,right,up,med,low,black_low_45-white_low_45-black_low_135-white_low_135,black_med_45_up,white_med_135_up,5,1.587582962,2090.955686,2091.206009,0.250323,left,0.0692684,0,5,11,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
331,"['med', 2, 'low']",2,black,0.573910798,135,left,up,med,low,black_low_135-white_low_45-white_low_135-black_low_45,black_med_135_up,white_med_45_up,8,1.924529814,2093.920392,2094.16894,0.2485487,right,0.3131708,0,8,12,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
332,"['high', 3, 'low']",3,white,0.421933148,135,right,up,high,low,white_low_45-black_low_45-white_low_135-black_low_135,white_high_135_up,black_high_45_up,10,1.313924971,2096.70119,2096.949741,0.2485512,right,0.4321879,1,10,18,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
333,"['high', 3, 'high']",3,black,0.333284325,135,left,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_135_down,white_high_45_down,7,1.518219614,2099.697388,2099.94593,0.2485424,right,0.0364043,0,7,21,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
334,"['med', 2, 'low']",2,black,0.193941055,135,left,up,med,low,white_low_135-black_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,11,1.721470169,2102.504465,2102.753013,0.2485483,left,0.1395965,1,11,13,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
335,"['high', 3, 'low']",3,black,0.28479078,135,left,down,high,low,black_low_45-black_low_135-white_low_135-white_low_45,black_high_135_down,white_high_45_down,9,1.348406749,2105.111205,2105.359754,0.2485492,right,0.3447798,0,9,19,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,11,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
336,"['med', 3, 'low']",3,white,0.121841207,135,right,up,med,low,white_low_45-black_low_135-white_low_135-black_low_45,white_med_135_up,black_med_45_up,8,1.226375355,2107.766149,2108.014693,0.2485442,left,0.3417625,0,8,20,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
337,"['low', 2, 'low']",2,white,0.081120619,135,right,down,low,low,white_low_135-white_low_45-black_low_135-black_low_45,white_low_135_down,black_low_45_down,6,1.276078991,2110.306217,2110.554765,0.2485479,right,0.1704393,1,6,17,0,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
338,"['high', 3, 'low']",3,black,0.494274386,135,left,down,high,low,white_low_45-black_low_135-white_low_135-black_low_45,black_high_135_down,white_high_45_down,12,1.632607444,2113.337318,2113.586169,0.2488517,right,0.2672153,0,12,20,0,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,11,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
339,"['high', 1, 'low']",1,white,0.241479435,45,left,down,high,low,white_low_135-black_low_45-white_low_45-black_low_135,white_high_45_down,black_high_135_down,20,1.68281835,2116.295666,2116.544207,0.2485401,left,0.2243235,1,20,16,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
340,"['med', 2, 'high']",2,white,0.983703111,45,left,down,med,high,black_high_135-black_high_45-white_high_135-white_high_135,white_med_45_down,black_med_135_down,16,1.485591843,2119.175504,2119.424049,0.2485451,left,0.1687525,1,16,16,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
341,"['med', 3, 'low']",3,white,0.41913979,45,left,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_down,black_med_135_down,11,1.217299369,2121.750183,2121.998733,0.2485499,left,0.1325496,1,11,21,0,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
342,"['low', 1, 'high']",1,black,0.875024208,135,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,black_low_135_up,white_low_45_up,13,1.015092965,2123.818863,2124.067404,0.2485416,left,0.2668566,1,13,19,0,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
343,"['med', 3, 'high']",3,white,0.918652889,45,left,down,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_45_down,black_med_135_down,9,1.450675236,2126.655975,2126.906282,0.250307,left,0.3453733,1,9,19,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
