trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
1402,"['high', 1, 'high']",1,black,0.837141206,45,right,down,high,high,black_high_135-white_high_135-white_high_135-black_high_45,black_high_45_down,white_high_135_down,21,1.634276676,0.2503928,right,0.1270201,1,21,75,0,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1403,"['high', 2, 'low']",2,black,0.44921129,135,left,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,black_high_135_down,white_high_45_down,9,1.037914889,0.248551,left,0.0243711,1,9,71,0,1,1,1,TRUE,TRUE,high_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1404,"['low', 3, 'low']",3,black,0.389583966,45,right,up,low,low,black_low_135-white_low_45-white_low_135-black_low_45,black_low_45_up,white_low_135_up,5,1.956631268,0.2467545,left,0.0893093,0,5,74,1,1,1,1,TRUE,TRUE,low_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1405,"['med', 3, 'high']",3,white,0.226890382,135,right,down,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_135_down,black_med_45_down,5,1.787727396,0.2488229,left,0.0140112,0,5,75,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1406,"['high', 3, 'high']",3,black,0.568508,45,right,up,high,high,white_high_135-white_high_135-black_high_135-black_high_45,black_high_45_up,white_high_135_up,18,1.223834718,0.2485366,right,0.4342619,1,18,74,0,1,1,1,TRUE,TRUE,high_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1407,"['high', 3, 'low']",3,black,0.415498518,135,left,down,high,low,black_low_45-white_low_45-black_low_135-white_low_135,black_high_135_down,white_high_45_down,15,1.95188936,0.2485494,left,0.7309295,1,15,65,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1408,"['high', 1, 'high']",1,black,0.653184149,135,left,down,high,high,white_high_135-black_high_45-white_high_135-black_high_135,black_high_135_down,white_high_45_down,21,1.90528205,0.2485509,left,0.0130809,1,21,75,0,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1409,"['high', 1, 'high']",1,white,0.242862893,45,left,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,white_high_45_down,black_high_135_down,21,1.530090385,0.2488257,left,0.0181153,1,21,75,0,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1410,"['med', 2, 'low']",2,black,0.024568236,45,right,down,med,low,black_low_135-white_low_45-white_low_135-black_low_45,black_med_45_down,white_med_135_down,14,1.909752899,0.2485545,right,0.2675065,1,14,66,0,1,1,1,TRUE,TRUE,med_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1411,"['high', 3, 'low']",3,white,0.604992348,45,left,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,white_high_45_up,black_high_135_up,15,1.599295846,0.2485221,left,0.074825,1,15,65,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
